brier_score,count,evaluation_scheme,expected_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,pool_family,probability_branch,test_month
0.0075982759733102204,229,rolling_chronological,0.04486995454744136,0.9507632332254844,sign_offset,0.9956331877729258,paxg_usdc_500,closes_gap,2026-03
9.835304788301362e-05,133,rolling_chronological,0.008685635420607074,0.9913143645793929,sign_offset,1.0,paxg_usdc_500,closes_gap,2026-04
0.0005824717429184803,89,rolling_chronological,0.022709967187099944,0.9772900328129001,sign_offset,1.0,paxg_usdc_500,closes_gap,2026-05
3.213692931039975e-05,72,rolling_chronological,0.005332878810551112,0.9946671211894489,sign_offset,1.0,paxg_usdc_500,closes_gap,2026-06
0.20207874667502926,672,rolling_chronological,0.08872225570331717,0.28807810139869533,sign_offset,0.28869047619047616,paxg_usdc_500,widens_gap,2026-02
0.20700440443587784,901,rolling_chronological,0.11218202451182084,0.3848342354176041,sign_offset,0.2741398446170921,paxg_usdc_500,widens_gap,2026-03
0.23287698058465905,513,rolling_chronological,0.2790056769989377,0.4016019034600935,sign_offset,0.14814814814814814,paxg_usdc_500,widens_gap,2026-04
0.1593321579277566,239,rolling_chronological,0.14321899720383813,0.2423525119034523,sign_offset,0.16317991631799164,paxg_usdc_500,widens_gap,2026-05
0.27015002456877746,345,rolling_chronological,0.16869806324052908,0.3067942621785865,sign_offset,0.4405797101449275,paxg_usdc_500,widens_gap,2026-06
0.264819466911447,14,rolling_chronological,0.2502585820904297,0.964544296376144,sign_offset,0.7142857142857143,weth_usdc_3000,closes_gap,2026-02
0.10625214923383133,9,rolling_chronological,0.07577937884739328,0.9646682677362821,sign_offset,0.8888888888888888,weth_usdc_3000,closes_gap,2026-03
0.22019501075158646,9,rolling_chronological,0.2106000005327172,0.988377778310495,sign_offset,0.7777777777777778,weth_usdc_3000,closes_gap,2026-04
0.03744088519269349,27,rolling_chronological,0.0061378027080248865,0.9691007656709878,sign_offset,0.9629629629629629,weth_usdc_3000,closes_gap,2026-05
9.310098191281617e-05,12,rolling_chronological,0.005976046284938419,0.9940239537150616,sign_offset,1.0,weth_usdc_3000,closes_gap,2026-06
0.26711101227465583,856,rolling_chronological,0.17518008540710625,0.19969227729099753,sign_offset,0.37149532710280375,weth_usdc_3000,widens_gap,2026-02
0.22801692214433222,643,rolling_chronological,0.11668730418368414,0.38982825802463256,sign_offset,0.29082426127527217,weth_usdc_3000,widens_gap,2026-03
